bytes_in,bytes_out,total_bytes,packets_in,packets_out,total_packets,avg_packet_size,outbound_inbound_ratio,packet_rate,byte_rate,unique_destination_ips,destination_port_count,window_packets_out,window_bytes_out,avg_duration,is_common_dst_port,is_privileged_src_port,connection_count,duration,protocol_ICMP,protocol_TCP,protocol_UDP,label,label_encoded,timestamp
2700,58,2758,31,17,48,57.45833213628475,0.02148148147352538,10.994453506887437,631.722974416574,1,1,17,58,4.365836735357248,1,0,1,4.365836735357248,False,True,False,BENIGN,0,2026-01-29 00:02:10
6823,783,7606,25,19,44,172.86363243491746,0.11475890369122689,4.332361217752309,748.9077141414559,1,1,19,783,10.156123521590061,1,0,1,10.156123521590061,True,False,False,BENIGN,0,2026-01-29 00:02:20
2483,470,2953,28,25,53,55.7169800808117,0.18928715256170475,24.525600493363616,1366.4924199415614,1,1,25,470,2.161006230560625,1,0,1,2.161006230560625,False,True,False,BENIGN,0,2026-01-29 00:02:30
79,448,527,20,20,40,13.17499967062501,5.670886004166,2.3823241032866775,31.387120060801976,1,1,20,448,16.79032570022337,1,0,1,16.79032570022337,False,True,False,BENIGN,0,2026-01-29 00:02:40
247,342,589,23,22,45,13.088888598024699,1.3846153790096543,2.4556879369595093,32.1422265526478,1,1,22,342,18.32480294708311,1,0,1,18.32480294708311,False,True,False,BENIGN,0,2026-01-29 00:02:50
4823,2992,7815,19,29,48,162.812496608073,0.620360771175542,646.7110372571856,105292.64075343552,1,1,29,2992,0.07422071145180448,1,0,1,0.07422071145180448,False,True,False,BENIGN,0,2026-01-29 00:03:00
355,1388,1743,23,23,46,37.8913035241021,3.90985914391589,8.632581212572765,327.0997620329202,1,1,23,1388,5.3286485507281345,1,0,1,5.3286485507281345,False,True,False,BENIGN,0,2026-01-29 00:03:10
39624,1618,41242,25,19,44,937.3181605154964,0.04083383807690203,20.353275675114137,19077.49534984221,1,1,19,1618,2.1618131817731387,1,0,1,2.1618131817731387,False,True,False,BENIGN,0,2026-01-29 00:03:20
592,159,751,23,16,39,19.256409762656162,0.26858108062739683,51.522921041630596,992.1465051862712,1,1,16,159,0.7569436609692013,1,0,1,0.7569436609692013,True,False,False,BENIGN,0,2026-01-29 00:03:30
76,15,91,26,22,48,1.8958332938368065,0.1973684184556787,7.111655500092637,13.482513552258958,1,1,22,15,6.7494822953276135,1,0,1,6.7494822953276135,False,True,False,BENIGN,0,2026-01-29 00:03:40
8683,182,8865,25,11,36,246.24999315972244,0.0209604975214833,5.722081232177102,1409.0625034236114,1,1,11,182,6.291416150382352,1,0,1,6.291416150382352,False,True,False,BENIGN,0,2026-01-29 00:03:50
533,964,1497,26,19,45,33.26666592740742,1.8086303906029448,171.90917646588738,5718.845270431853,1,1,19,964,0.2617651309600278,1,0,1,0.2617651309600278,False,True,False,BENIGN,0,2026-01-29 00:04:00
625,430,1055,24,20,44,23.977272182334726,0.6879999988992,58.68061375968804,1407.0010799197928,1,1,20,430,0.7498207414731061,1,0,1,0.7498207414731061,False,True,False,BENIGN,0,2026-01-29 00:04:10
6221,169,6390,16,20,36,177.4999950694446,0.027166050469833457,90.40950396122545,16047.686953117518,1,1,20,169,0.39818722604578793,1,0,1,0.39818722604578793,False,True,False,BENIGN,0,2026-01-29 00:04:20
151,628,779,31,16,47,16.574467732458135,4.158940369808342,10.426267710936031,172.80984142168444,1,1,16,628,4.5078441180283875,1,0,1,4.5078441180283875,False,True,False,BENIGN,0,2026-01-29 00:04:30
1292,236,1528,23,14,37,41.29729618115416,0.18266253855831072,21.931007873768333,905.6913521923788,1,1,14,236,1.68710796521339,1,0,1,1.68710796521339,False,True,False,BENIGN,0,2026-01-29 00:04:40
97,444,541,25,12,37,14.62162122644267,4.577319540440005,8.967547374351286,131.12008458173096,1,1,12,444,4.125987796649829,1,0,1,4.125987796649829,False,True,False,BENIGN,0,2026-01-29 00:04:50
1276,7,1283,19,18,37,34.67567473849528,0.00548589341262861,6.406953986372128,222.1654585004173,1,1,18,7,5.77497414087047,1,0,1,5.77497414087047,False,False,True,BENIGN,0,2026-01-29 00:05:00
41,1871,1912,31,17,48,39.83333250347224,45.634145228435486,22.340232727198924,889.8859369667571,1,1,17,1871,2.148588971561069,1,0,1,2.148588971561069,False,True,False,BENIGN,0,2026-01-29 00:05:10
204,1374,1578,20,25,45,35.066665887407424,6.735294084630912,21.004135907184107,736.5450324785893,1,1,25,1374,2.142434194613672,1,0,1,2.142434194613672,False,True,False,BENIGN,0,2026-01-29 00:05:20
6611,27570,34181,32,24,56,610.3749891004467,4.170322189658097,8.115386315417341,4953.42892227286,1,1,24,27570,6.900471488119642,1,0,1,6.900471488119642,False,False,True,BENIGN,0,2026-01-29 00:05:30
14683,97,14780,28,11,39,378.974349257068,0.006606279370250883,17.879396826654137,6775.83295122944,1,1,11,97,2.1812806381959717,1,0,1,2.1812806381959717,False,True,False,BENIGN,0,2026-01-29 00:05:40
186,147,333,24,26,50,6.659999866800003,0.7903225763961151,23.211439709730932,154.588188466808,1,1,26,147,2.1541092415563865,1,0,1,2.1541092415563865,False,False,True,BENIGN,0,2026-01-29 00:05:50
182,571,753,23,27,50,15.059999698800008,3.137362620124381,10.850351284548196,163.40629034529584,1,1,27,571,4.608144735447677,1,0,1,4.608144735447677,False,True,False,BENIGN,0,2026-01-29 00:06:00
1345,376,1721,26,26,52,33.09615320968936,0.2795539031378781,142.9791794409082,4732.060919573135,1,1,26,376,0.36368831618810316,1,0,1,0.36368831618810316,False,True,False,BENIGN,0,2026-01-29 00:06:10
217,9506,9723,31,17,48,202.56249577994802,43.80645141103018,22.943237631200297,4647.43957267001,1,1,17,9506,2.092118724843247,1,0,1,2.092118724843247,False,True,False,BENIGN,0,2026-01-29 00:06:20
7153,178,7331,26,23,49,149.61224184464814,0.024884663773957125,69.76211023062048,10437.265920422014,1,1,23,178,0.7023860097681273,1,0,1,0.7023860097681273,False,True,False,BENIGN,0,2026-01-29 00:06:30
68,296,364,34,15,49,7.428571276967934,4.352941112456748,4.606360948207531,34.21868132954165,1,1,15,296,10.637463269721923,1,0,1,10.637463269721923,False,True,False,BENIGN,0,2026-01-29 00:06:40
312,131,443,28,15,43,10.302325341806387,0.419871793526052,21.474199669662614,221.2341965967567,1,1,15,131,2.0024019142630944,1,0,1,2.0024019142630944,False,False,True,BENIGN,0,2026-01-29 00:06:50
41135,8495,49630,26,21,47,1055.9574243413315,0.20651513309331432,14.90089239395674,15734.708287490916,1,1,21,8495,3.1541725056795316,1,0,1,3.1541725056795316,False,False,True,BENIGN,0,2026-01-29 00:07:00
2336,1068,3404,31,10,41,83.02438821891737,0.4571917806262022,89.88582507442881,7462.715818374528,1,1,10,1068,0.45613321210797675,1,0,1,0.45613321210797675,False,True,False,BENIGN,0,2026-01-29 00:07:10
3529,9337,12866,28,25,53,242.7547124008545,2.645792008317996,15.529663339314839,3769.899028747636,1,1,25,9337,3.412822500547201,1,0,1,3.412822500547201,False,False,True,BENIGN,0,2026-01-29 00:07:20
749,137327,138076,20,18,38,3633.578851747925,183.34712926121878,7.082667992484542,25735.43330869199,1,1,18,137327,5.365208839049636,1,0,1,5.365208839049636,False,False,True,BENIGN,0,2026-01-29 00:07:30
58,87,145,32,17,49,2.9591836130778857,1.4999999741379315,214.7822575672013,635.5801499437589,2,2,34,3572,1.123954977299953,1,0,2,0.228137024783862,False,True,False,BENIGN,0,2026-01-29 00:07:40
24288,3485,27773,19,17,36,771.4722007924389,0.1434864953827616,17.823776942837746,13750.548806484243,2,2,34,3572,1.123954977299953,1,0,2,2.0197729298160443,False,True,False,BENIGN,0,2026-01-29 00:07:50
1620,241,1861,25,22,47,39.59574383838843,0.1487654320069349,11.555138058806289,457.5342963284788,1,1,22,241,4.067453647517675,1,0,1,4.067453647517675,False,True,False,BENIGN,0,2026-01-29 00:08:00
7318,101,7419,19,14,33,224.81817500550986,0.013801585130663898,1.1773241922956503,264.6838843224676,1,1,14,101,28.02966170119167,1,0,1,28.02966170119167,False,False,True,BENIGN,0,2026-01-29 00:08:10
634,21,655,26,28,54,12.129629405006863,0.033123028338922667,7.431106642991685,90.13657131776952,1,1,28,21,7.266749780777406,1,0,1,7.266749780777406,False,False,True,BENIGN,0,2026-01-29 00:08:20
1041,28473,29514,26,18,44,670.7727120278929,27.35158498813488,10.516651374743658,7054.282924413281,1,1,18,28473,4.18384026582997,1,0,1,4.18384026582997,False,True,False,BENIGN,0,2026-01-29 00:08:30
492,2993,3485,24,23,47,74.14893459257587,6.083333320968835,40.12859813675402,2975.492861842293,1,1,23,2993,1.1712335355257357,1,0,1,1.1712335355257357,False,True,False,BENIGN,0,2026-01-29 00:08:40
1655,257,1912,24,14,38,50.31578814958453,0.1552870089696151,2.191823566157732,110.2833331182522,1,1,14,257,17.337160889637868,1,0,1,17.337160889637868,False,False,True,BENIGN,0,2026-01-29 00:08:50
427,1399,1826,23,17,40,45.64999885875003,3.276346596542514,35.522698229506126,1621.6111741769546,1,1,17,1399,1.1260395879521536,1,0,1,1.1260395879521536,False,True,False,BENIGN,0,2026-01-29 00:09:00
195,10,205,32,20,52,3.9423076164940847,0.0512820510190664,61.86840250061642,243.90427908896856,1,1,20,10,0.8404926590932973,1,0,1,0.8404926590932973,False,True,False,BENIGN,0,2026-01-29 00:09:10
737,334,1071,21,16,37,28.945945163623104,0.4531886018274239,13.341331734235995,386.1774672261284,1,1,16,334,2.7733353308141173,1,0,1,2.7733353308141173,False,True,False,BENIGN,0,2026-01-29 00:09:20
3151,87,3238,19,23,42,77.09523625963723,0.02761028244125348,6.234321433025739,480.63649524136537,1,1,23,87,6.736898990030815,1,0,1,6.736898990030815,False,True,False,BENIGN,0,2026-01-29 00:09:30
11240,7267,18507,30,19,49,377.6938698429823,0.6465302490527998,102.17354789754265,38590.32348856779,1,1,19,7267,0.47957518197946997,1,0,1,0.47957518197946997,False,True,False,BENIGN,0,2026-01-29 00:09:40
74,8313,8387,34,28,62,135.2741913665453,112.33783631975898,60.8283794599314,8228.509976297495,1,1,28,8313,1.0192600842253388,1,0,1,1.0192600842253388,False,True,False,BENIGN,0,2026-01-29 00:09:50
6459,2394,8853,18,18,36,245.91665983564835,0.3706456107182775,7.345990987956812,1806.5016171217126,1,1,18,2394,4.900631203200254,1,0,1,4.900631203200254,False,True,False,BENIGN,0,2026-01-29 00:10:00
271,2683,2954,28,27,55,53.709089932562,9.900368967157311,450.3718298050767,24189.061549894483,1,1,27,2683,0.1221203147896135,1,0,1,0.1221203147896135,False,False,True,BENIGN,0,2026-01-29 00:10:10
146,109,255,21,16,37,6.891891705624549,0.7465753373522237,6.8564309060324895,47.253780568602295,1,1,16,109,5.396392620396044,1,0,1,5.396392620396044,False,True,False,BENIGN,0,2026-01-29 00:10:20
163,1692,1855,20,23,43,43.13953388047596,10.38036803447627,129.1699852763101,5572.333085757098,1,1,23,1692,0.3328936729227989,1,0,1,0.3328936729227989,False,True,False,BENIGN,0,2026-01-29 00:10:30
200335,25,200360,24,24,48,4174.166579704864,0.00012479097511605664,20.853579566801724,87046.31670842486,1,1,24,25,2.3017621024083064,1,0,1,2.3017621024083064,False,True,False,BENIGN,0,2026-01-29 00:10:40
4859,19,4878,28,14,42,116.14285437755109,0.003910269601994182,15.655066931597583,1818.224202198405,1,1,14,19,2.682836459814932,1,0,1,2.682836459814932,False,True,False,BENIGN,0,2026-01-29 00:10:50
109,326,435,29,22,51,8.529411597462518,2.990825660634627,9.898726942483108,84.43031803882651,1,1,22,326,5.152176678638601,1,0,1,5.152176678638601,True,False,False,BENIGN,0,2026-01-29 00:11:00
363,1164,1527,21,24,45,33.93333257925928,3.2066115614142934,22.45138616304249,761.8503704659084,1,1,24,1164,2.0043295866822186,1,0,1,2.0043295866822186,False,False,True,BENIGN,0,2026-01-29 00:11:10
72,1334,1406,15,20,35,40.17142742367351,18.527777520447536,70.6751307570472,2839.120966983096,1,1,20,1334,0.495222703516248,1,0,1,0.495222703516248,False,True,False,BENIGN,0,2026-01-29 00:11:20
77,32,109,30,24,54,2.0185184811385466,0.4155844101872155,71.81486517014228,144.95963525084275,1,1,24,32,0.7519324593480656,1,0,1,0.7519324593480656,False,True,False,BENIGN,0,2026-01-29 00:11:30
72,18,90,21,18,39,2.307692248520712,0.24999999652777782,13.380961533653128,30.87914200073799,1,1,18,18,2.9145877537240854,1,0,1,2.9145877537240854,False,True,False,BENIGN,0,2026-01-29 00:11:40
136,163,299,25,20,45,6.644444296790127,1.1985294029519897,10.58614332148295,70.33904118052004,1,1,20,163,4.250838860507029,1,0,1,4.250838860507029,False,True,False,BENIGN,0,2026-01-29 00:11:50
5073,69,5142,20,16,36,142.83332936574087,0.013601419275852272,2.6210704792137562,374.37623344769816,1,1,16,69,13.734845233817772,1,0,1,13.734845233817772,False,True,False,BENIGN,0,2026-01-29 00:12:00
9240,1372,10612,37,25,62,171.16128756191472,0.14848484846877869,15.319744715750883,2622.1472729604575,1,1,25,1372,4.0470638271478805,1,0,1,4.0470638271478805,False,True,False,BENIGN,0,2026-01-29 00:12:10
173,53,226,19,27,46,4.913043371455579,0.3063583797320325,7.6271341437983775,37.47244166300942,1,1,27,53,6.031097854791035,1,0,1,6.031097854791035,True,False,False,BENIGN,0,2026-01-29 00:12:20
479,19704,20183,37,19,56,360.41070784980883,41.13569928781691,53.15874508300926,19158.98128589957,1,1,19,19704,1.0534474949288029,1,0,1,1.0534474949288029,False,True,False,BENIGN,0,2026-01-29 00:12:30
5867,832,6699,25,21,46,145.63043161672977,0.14181012440057778,1.9506438487578348,284.07311180062464,1,1,21,832,23.58195632618883,1,0,1,23.58195632618883,False,True,False,BENIGN,0,2026-01-29 00:12:40
1179,300,1479,33,14,47,31.46808443684927,0.2544529259928304,59.584130912659056,1874.9985025494202,1,1,14,300,0.788799629967979,1,0,1,0.788799629967979,False,True,False,BENIGN,0,2026-01-29 00:12:50
2200,40,2240,25,16,41,54.6341450089233,0.01818181817355372,9.905163389658522,541.1601461667095,1,1,16,40,4.139254294143458,1,0,1,4.139254294143458,False,True,False,BENIGN,0,2026-01-29 00:13:00
389,28,417,29,19,48,8.687499819010421,0.07197943426226366,3.271949224295942,28.425058886070996,1,1,19,28,14.670153305444224,1,0,1,14.670153305444224,False,True,False,BENIGN,0,2026-01-29 00:13:10
23431,212,23643,27,10,37,638.9999827297303,0.009047842601295384,11.76594454163062,7518.438562101966,1,1,10,212,3.1446679102677204,1,0,1,3.1446679102677204,False,True,False,BENIGN,0,2026-01-29 00:13:20
34020,126,34146,22,30,52,656.6538335258879,0.003703703703594835,4.456516993838155,2926.3890244538,1,1,30,126,11.668304107306513,1,0,1,11.668304107306513,False,False,True,BENIGN,0,2026-01-29 00:13:30
4655,12,4667,26,20,46,101.45651953355393,0.002577873254011198,10.393941114011236,1054.5331125889227,1,1,20,12,4.42565424428372,1,0,1,4.42565424428372,False,True,False,BENIGN,0,2026-01-29 00:13:40
330,6268,6598,21,24,45,146.6222189639507,18.993939336382002,4.710399943393127,690.64930725573,1,1,24,6268,9.55332791915423,1,0,1,9.55332791915423,False,True,False,BENIGN,0,2026-01-29 00:13:50
78,44,122,28,16,44,2.7727272097107454,0.56410255687048,7.043732777149678,19.530349973005926,1,1,16,44,6.246686856009931,1,0,1,6.246686856009931,False,True,False,BENIGN,0,2026-01-29 00:14:00
35975,816,36791,31,19,50,735.8199852836003,0.022682418345443156,11.276680283869139,8297.60688647659,1,1,19,816,4.433928023555194,1,0,1,4.433928023555194,False,False,True,BENIGN,0,2026-01-29 00:14:10
2108,976,3084,22,20,42,73.42856968027216,0.46299810224715465,68.281722360679,5013.829327627001,1,1,20,976,0.6150977196565841,1,0,1,0.6150977196565841,False,True,False,BENIGN,0,2026-01-29 00:14:20
1390,15,1405,30,23,53,26.50943346208616,0.010791366898711246,30.810725563987898,816.774894667981,1,1,23,15,1.7201791979615602,1,0,1,1.7201791979615602,False,True,False,BENIGN,0,2026-01-29 00:14:30
4554,186,4740,24,14,38,124.73683882271477,0.04084321474728959,58.91969041385473,7349.456120043985,1,1,14,186,0.6449446834054317,1,0,1,0.6449446834054317,False,False,True,BENIGN,0,2026-01-29 00:14:40
1158,24,1182,24,21,45,26.266666082962978,0.020725388583138694,11.332600804851937,297.6696478074442,1,1,21,24,3.970843890321532,1,0,1,3.970843890321532,False,True,False,BENIGN,0,2026-01-29 00:14:50
645,911,1556,27,18,45,34.577777009382736,1.4124030985854215,15.618540994876037,540.0544397339359,1,1,18,911,2.8811900161623365,1,0,1,2.8811900161623365,False,False,True,BENIGN,0,2026-01-29 00:15:00
92262,457,92719,22,24,46,2015.630390964557,0.004953285209458355,16.351959760197225,32959.507760994056,1,1,24,457,2.813117468648016,1,0,1,2.813117468648016,False,True,False,BENIGN,0,2026-01-29 00:15:10
11650,345,11995,30,16,46,260.760863896503,0.029613733903037447,27.673668418362347,7216.20984083166,1,1,16,345,1.6622289329668039,1,0,1,1.6622289329668039,False,True,False,BENIGN,0,2026-01-29 00:15:20
30407,78,30485,22,16,38,802.2368209937679,0.002565198802822863,4.4690899518130305,3585.268610026848,1,1,16,78,8.502848665083174,1,0,1,8.502848665083174,False,True,False,BENIGN,0,2026-01-29 00:15:30
25921,4281,30202,24,21,45,671.1555406409881,0.16515566528431944,16.261714513567675,10914.140038639352,1,1,21,4281,2.7672348878551856,1,0,1,2.7672348878551856,False,True,False,BENIGN,0,2026-01-29 00:15:40
20,189,209,24,20,44,4.749999892045457,9.449999527500022,26.724889408015667,126.94322468807442,1,1,20,189,1.6464043163416633,1,0,1,1.6464043163416633,False,True,False,BENIGN,0,2026-01-29 00:15:50
5791,21,5812,21,27,48,121.08333081076395,0.003626316697698788,31.307319930941578,3790.7946549715098,1,1,27,21,1.5331867690546341,1,0,1,1.5331867690546341,False,True,False,BENIGN,0,2026-01-29 00:16:00
2975,61,3036,20,25,45,67.46666516740744,0.0205042016737801,24.47998828407286,1651.5832095654491,1,1,25,61,1.838235173882397,1,0,1,1.838235173882397,False,True,False,BENIGN,0,2026-01-29 00:16:10
320,7,327,41,15,56,5.839285610012757,0.021874999931640625,6.341861834609134,37.03194321280691,1,1,15,7,8.830213448128454,1,0,1,8.830213448128454,False,False,True,BENIGN,0,2026-01-29 00:16:20
393208,108,393316,27,16,43,9146.883508212011,0.0002746637911734383,18.833461526849796,172267.48264870825,1,1,16,108,2.2831692997718895,1,0,1,2.2831692997718895,False,True,False,BENIGN,0,2026-01-29 00:16:30
1490,65,1555,30,19,49,31.73469322990422,0.04362416104454754,35.07099927402717,1112.9674259410665,1,1,19,65,1.3971647784010832,1,0,1,1.3971647784010832,False,True,False,BENIGN,0,2026-01-29 00:16:40
390,1618,2008,25,18,43,46.697673332612254,4.14871793808021,3.9085898568008526,182.5220565687468,1,1,18,1618,11.001409118583057,1,0,1,11.001409118583057,False,True,False,BENIGN,0,2026-01-29 00:16:50
833,1267,2100,28,22,50,41.999999160000016,1.5210084015354042,4.431084914029859,186.10556638925408,1,1,22,1267,11.283917266086082,1,0,1,11.283917266086082,False,True,False,BENIGN,0,2026-01-29 00:17:00
3787,617,4404,21,25,46,95.73912835349722,0.16292579874229582,8.047545757483883,770.4650329556309,1,1,25,617,5.7160273875642345,1,0,1,5.7160273875642345,False,False,True,BENIGN,0,2026-01-29 00:17:10
2681,2681,5362,22,12,34,157.70587771453302,0.9999999996270049,3.8888081152413,613.2879151154074,1,1,12,2681,8.743037738976275,1,0,1,8.743037738976275,False,False,True,BENIGN,0,2026-01-29 00:17:20
382,38,420,25,19,44,9.545454328512402,0.09947643953016638,4.9396918609800196,47.15160412753655,1,1,19,38,8.907437204307453,1,0,1,8.907437204307453,False,True,False,BENIGN,0,2026-01-29 00:17:30
5888,762,6650,25,19,44,151.13636020144637,0.12941576084758563,7.373781605308525,1114.4465380750385,1,1,19,762,5.967086493928972,1,0,1,5.967086493928972,False,True,False,BENIGN,0,2026-01-29 00:17:40
1172,22,1194,27,17,44,27.136363019628114,0.018771331042003982,14.057710803194544,381.47515225032464,1,1,17,22,3.129953842292048,1,0,1,3.129953842292048,False,True,False,BENIGN,0,2026-01-29 00:17:50
663,155,818,19,17,36,22.7222215910494,0.233785821668498,2.4743354993714366,56.222401069050974,1,1,17,155,14.549359832088129,1,0,1,14.549359832088129,False,True,False,BENIGN,0,2026-01-29 00:18:00
723,798,1521,28,32,60,25.349999577500007,1.1037344383074212,30.147746043351283,764.245362198955,1,1,32,798,1.9901975347004828,1,0,1,1.9901975347004828,False,False,True,BENIGN,0,2026-01-29 00:18:10
106,139,245,23,21,44,5.568181691632234,1.3113207423460307,5.61070309825015,31.24141497889288,1,1,21,139,7.842153401954114,1,0,1,7.842153401954114,False,True,False,BENIGN,0,2026-01-29 00:18:20
158,10577,10735,34,15,49,219.0816281820076,66.94303755099344,37.99351780687344,8323.681911362986,1,1,15,10577,1.289692685356384,1,0,1,1.289692685356384,False,True,False,BENIGN,0,2026-01-29 00:18:30
133,201,334,15,20,35,9.54285687020409,1.511278184125728,6.641173706350452,63.37577194060146,1,1,20,201,5.270151769311266,1,0,1,5.270151769311266,False,True,False,BENIGN,0,2026-01-29 00:18:40
9,2001,2010,23,18,41,49.02438904818563,222.3333086296324,4.628812006043637,226.92468614994414,1,1,18,2001,8.857563305153915,1,0,1,8.857563305153915,False,True,False,BENIGN,0,2026-01-29 00:18:50
2173,237,2410,37,22,59,40.847456934788866,0.10906580758901713,9.180127872062178,374.9848842655906,1,1,22,237,6.426924727206297,1,0,1,6.426924727206297,False,True,False,BENIGN,0,2026-01-29 00:19:00
143,524,667,21,18,39,17.10256366403683,3.6643356387109396,6.3365497539121405,108.37124835536918,1,1,18,524,6.154768001209479,1,0,1,6.154768001209479,False,False,True,BENIGN,0,2026-01-29 00:19:10
480,194,674,29,26,55,12.254545231735541,0.40416666582465277,17.547779588014315,215.04006258766634,1,1,26,194,3.1342986829961736,1,0,1,3.1342986829961736,False,False,True,BENIGN,0,2026-01-29 00:19:20
599,574,1173,22,17,39,30.076922305719943,0.9582637713551523,3.387549213195694,101.88705710457818,1,1,17,574,11.512746873324263,1,0,1,11.512746873324263,False,True,False,BENIGN,0,2026-01-29 00:19:30
152,12750,12902,20,17,37,348.7026932783056,83.88157839551593,19.690980182106667,6866.298008365951,1,1,17,12750,1.8790319205461374,1,0,1,1.8790319205461374,False,False,True,BENIGN,0,2026-01-29 00:19:40
528,8833,9361,31,17,48,195.0208292703994,16.72916663498264,4.053444549245974,790.5061338644075,1,1,17,8833,11.841779346774207,1,0,1,11.841779346774207,False,True,False,BENIGN,0,2026-01-29 00:19:50
1286,152,1438,30,20,50,28.759999424800014,0.11819595636221153,265.34196973483216,7631.235049573773,1,1,20,152,0.18843507760192324,1,0,1,0.18843507760192324,False,True,False,BENIGN,0,2026-01-29 00:20:00
272,255,527,33,27,60,8.783333186944446,0.9374999965533088,13.09295905945392,114.99982373887025,1,1,27,255,4.582614719452382,1,0,1,4.582614719452382,False,True,False,BENIGN,0,2026-01-29 00:20:10
175,446,621,23,24,47,13.212765676324135,2.5485714140081632,9.645123236059359,127.4387559487843,1,1,24,446,4.8729279247736415,1,0,1,4.8729279247736415,False,True,False,BENIGN,0,2026-01-29 00:20:20
323,1457,1780,22,19,41,43.414633087447974,4.510835899347257,26.90172756774425,1167.9286602581649,1,1,19,1457,1.5240646904562474,1,0,1,1.5240646904562474,False,True,False,BENIGN,0,2026-01-29 00:20:30
7355,16464,23819,33,23,56,425.3392781189415,2.2384772260722667,7.980916340739064,3394.5972557154246,1,1,23,16464,7.016737129949396,1,0,1,7.016737129949396,False,False,True,BENIGN,0,2026-01-29 00:20:40
352,5281,5633,20,23,43,130.99999695348845,15.002840866469203,40.32537883222507,5282.624627021484,1,1,23,5281,1.0663250022652924,1,0,1,1.0663250022652924,False,True,False,BENIGN,0,2026-01-29 00:20:50
1534,236,1770,21,16,37,47.83783654492334,0.153846153745863,13.885265633323812,664.2410857022471,1,1,16,236,2.664694150750462,1,0,1,2.664694150750462,False,False,True,BENIGN,0,2026-01-29 00:21:00
402,903,1305,32,17,49,26.632652517700972,2.246268651128685,4.269011436690225,113.69510050777029,1,1,17,903,11.478066165355223,1,0,1,11.478066165355223,False,False,True,BENIGN,0,2026-01-29 00:21:10
886,633,1519,24,11,35,43.39999876000004,0.7144469517895633,13.964129073821793,606.0432018038658,1,1,11,633,2.506420976979118,1,0,1,2.506420976979118,False,True,False,BENIGN,0,2026-01-29 00:21:20
5973,120,6093,26,19,45,135.39999699111118,0.020090406827374785,5.141265296005225,696.1273210791074,1,1,19,120,8.75270818911053,1,0,1,8.75270818911053,False,False,True,BENIGN,0,2026-01-29 00:21:30
